account_holder_name,bank_name,type,currency,location,previous_location,device,amount,balance,txn_count_last_1hr,txn_count_last_24hr,avg_txn_amount_30days,distance_from_last_txn_km,account_age_days,is_new_location,is_new_device,is_vpn_or_proxy,ip_matches_location,is_international,is_first_time_receiver,merchant_category,transaction_mode,ip_risk_tag,risk_score,risk_level,is_fraud,fraud_reason,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10,r11,r12,r13,r14
Kavya Reddy,SBI,debit,INR,Indore,Nagpur,ATM,7219.55,59016.2,1,3,7319,34,2113,0,0,0,1,0,0,insurance,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Shah,Kotak,debit,INR,Delhi,Kochi,Linux Desktop,24730,102941,5,24,4000.0,1004,354,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:ImpossibleTravel(1004km) | R07:NewDeviceDetected(Linux Desktop) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R11:AmountSpike(6xAvg) | R13:HighDailyVolume(24txns),0,0,0,1,0,1,1,1,0,0,1,0,1,0
Nikhil Bansal,HDFC,debit,INR,Nagpur,Jaipur,iPhone,7551.3,51892.2,1,5,6145,4,657,0,0,0,1,0,0,grocery,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,Union Bank,debit,INR,Hyderabad,Noida,Linux Desktop,2887.82,14415.28,1,5,7265,15,1964,0,0,0,1,0,0,travel,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,PNB,debit,INR,Delhi,Hyderabad,Desktop,1731.52,36655.08,1,2,5314,3,1130,0,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Shah,Federal Bank,debit,INR,Nagpur,Kolkata,iPad,1467.97,14685.88,1,5,2131,20,1434,0,0,0,1,0,0,utilities,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,Axis,debit,JPY,Kuala Lumpur,Chandigarh,Android,46026,325975,2,5,8000.0,3849,1340,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(3849km) | R07:NewDeviceDetected(Android) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=JPY) | R11:AmountSpike(6xAvg),0,0,0,0,0,1,1,1,1,0,1,0,0,0
Shreya Bose,RBL Bank,debit,INR,Lucknow,Chennai,ATM,8757,207838,5,26,4000.0,773,324,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:SuspiciousLocationJump(773km) | R07:NewDeviceDetected(ATM) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R13:HighDailyVolume(26txns),0,0,0,1,0,1,1,1,0,0,0,0,1,0
Arjun Verma,Yes Bank,debit,INR,Lucknow,Lucknow,Android,94000.0,98700.0,1,3,6266.67,0,675,0,0,0,1,0,1,electronics,UPI,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=94000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(94000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(94000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Karan Joshi,RBL Bank,debit,INR,Kolkata,Nagpur,Linux Desktop,331.55,14150.2,2,0,1089,33,1942,0,0,0,1,0,0,education,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,HDFC,debit,INR,Indore,Jaipur,Windows Phone,5162.34,27215.36,0,5,5619,46,1830,1,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,Bank of Baroda,debit,INR,Chennai,Lucknow,ATM,25002,152106,5,24,4000.0,1054,373,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:ImpossibleTravel(1054km) | R07:NewDeviceDetected(ATM) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R11:AmountSpike(6xAvg) | R13:HighDailyVolume(24txns),0,0,0,1,0,1,1,1,0,0,1,0,1,0
Abhishek Nair,SBI,debit,USD,Hong Kong,Bhubaneswar,Smart TV,22633,313258,2,5,8000.0,4861,1314,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(4861km) | R07:NewDeviceDetected(Smart TV) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Sneha Pillai,HDFC,debit,INR,Bhubaneswar,Pune,ATM,5929.65,35704.6,2,2,6248,39,2142,0,0,0,1,0,0,healthcare,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,HDFC,debit,INR,Bangalore,Bangalore,Desktop,54331,107330,3,8,2000.0,0,11,0,0,1,0,0,1,gambling,IMPS,DATACENTER,10.0,CRITICAL,1,R01:HighAmount(=54331) | R05:GamblingMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(54331) | R11:AmountSpike(27xAvg) | R12:NewAccountLargeTransfer(age=11days),1,0,0,0,1,0,0,1,0,1,1,1,0,0
Yash Agarwal,ICICI,debit,INR,Indore,Mumbai,iPhone,1061.31,12148.24,2,0,1066,24,1343,0,0,0,1,0,0,retail,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,RBL Bank,debit,USD,Toronto,Gurgaon,iPhone,92000.0,93840.0,11,29,5000.0,3266,8,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=92000) | R02:OddHours(hour=1) | R03:BalanceDrain(=98%) | R04:RapidFire(11txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(3266km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(92000) | R11:AmountSpike(18xAvg) | R12:NewAccountLargeTransfer(age=8days) | R13:HighDailyVolume(29txns) | R14:RoundAmountStructuring(92000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vikram Rao,SBI,debit,USD,Zurich,Indore,iPhone,72000.0,73440.0,12,29,5000.0,2134,16,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=72000) | R02:OddHours(hour=2) | R03:BalanceDrain(=98%) | R04:RapidFire(12txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(2134km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(72000) | R11:AmountSpike(14xAvg) | R12:NewAccountLargeTransfer(age=16days) | R13:HighDailyVolume(29txns) | R14:RoundAmountStructuring(72000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karan Joshi,SBI,debit,INR,Delhi,Hyderabad,iPhone,2294.76,34499.04,0,0,6641,144,438,1,0,0,1,0,0,entertainment,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,PNB,debit,INR,Pune,Ahmedabad,Android,1550.0,49107.0,1,1,3277,2,981,0,0,0,1,0,0,travel,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,Bank of Baroda,debit,INR,Surat,Bhopal,MacBook,1638.51,29383.04,1,4,1885,10,1702,0,0,0,1,0,0,travel,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,Bank of Baroda,debit,INR,Kochi,Surat,Linux Desktop,6747.6,72975.4,0,1,7135,8,1294,0,0,0,1,0,0,healthcare,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddharth Malhotra,SBI,debit,JPY,Toronto,Kochi,MacBook,25790,478171,2,5,8000.0,4415,763,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(4415km) | R07:NewDeviceDetected(MacBook) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=JPY),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Varun Saxena,Yes Bank,debit,INR,Indore,Indore,Linux Desktop,33440,46816,1,2,3344,0,1205,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(33440) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Shreya Bose,Yes Bank,debit,INR,Bhubaneswar,Bhubaneswar,MacBook,6310,250034,13,28,3000.0,0,117,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(13txns/hr) | R07:NewDeviceDetected(MacBook) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R13:HighDailyVolume(28txns),0,0,0,1,0,0,1,1,0,0,0,0,1,0
Tanmay Kulkarni,IndusInd,debit,INR,Ahmedabad,Ahmedabad,Android,22748,124119,3,8,2000.0,0,15,0,0,1,0,0,1,gambling,IMPS,DATACENTER,10.0,CRITICAL,1,R05:GamblingMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(22748) | R11:AmountSpike(11xAvg) | R12:NewAccountLargeTransfer(age=15days),0,0,0,0,1,0,0,1,0,1,1,1,0,0
Manish Tiwari,Yes Bank,debit,INR,Kolkata,Bangalore,MacBook,3940.7,65476.8,1,5,3104,34,1560,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhishek Nair,Union Bank,debit,INR,Lucknow,Lucknow,Android,901.78,22411.12,1,3,1495,41,1969,0,0,0,1,0,0,food,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karan Joshi,Yes Bank,debit,INR,Delhi,Ahmedabad,ATM,457.19,51279.76,1,0,1159,0,1518,0,0,0,1,0,0,insurance,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,Yes Bank,debit,INR,Kochi,Kochi,iPad,5466,115659,12,20,3000.0,0,289,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(12txns/hr) | R07:NewDeviceDetected(iPad) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R13:HighDailyVolume(20txns),0,0,0,1,0,0,1,1,0,0,0,0,1,0
Diya Mehta,Yes Bank,debit,INR,Lucknow,Kochi,Windows Phone,4268.0,26579.0,2,5,5812,39,1142,0,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,IndusInd,debit,INR,Indore,Gurgaon,iPad,1955.84,55119.36,1,1,3561,8,1174,0,0,0,1,0,0,food,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,PNB,debit,INR,Surat,Ahmedabad,Desktop,3336.58,55869.32,2,4,7795,24,2028,1,0,0,1,0,0,grocery,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,IDBI,debit,INR,Surat,Patna,MacBook,4870.31,49667.24,2,2,4093,14,1464,1,0,0,1,0,0,utilities,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Shah,Bank of Baroda,debit,INR,Surat,Patna,iPad,2136.92,37125.68,1,1,6850,43,702,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhishek Nair,Yes Bank,debit,INR,Chennai,Bhopal,Windows Phone,1239.93,5680.72,2,3,2470,34,542,0,0,0,1,0,0,utilities,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,Union Bank,debit,INR,Lucknow,Nagpur,Windows Phone,1620.01,24848.04,2,5,2221,38,1442,0,0,0,1,0,0,healthcare,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divya Menon,RBL Bank,debit,INR,Chennai,Chennai,MacBook,79000.0,82950.0,1,3,5266.67,0,306,0,0,0,1,0,1,electronics,CARD,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=79000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(79000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(79000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Anjali Desai,Canara Bank,debit,INR,Pune,Chandigarh,ATM,1643.28,10869.12,1,0,1426,94,1859,1,0,0,1,0,0,electronics,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,ICICI,debit,INR,Jaipur,Jaipur,Smart TV,2106.86,8643.44,2,4,3325,4,1707,0,0,0,1,0,0,electronics,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meera Nair,Union Bank,debit,EUR,Toronto,Nagpur,Linux Desktop,15076,303636,2,5,8000.0,2747,1234,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(2747km) | R07:NewDeviceDetected(Linux Desktop) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=EUR),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Simran Kapoor,IDBI,debit,INR,Bangalore,Pune,iPad,7084.24,49982.96,2,1,5538,29,2084,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,Yes Bank,debit,SGD,London,Ahmedabad,Desktop,54156,433304,2,5,8000.0,5551,1149,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=54156) | R06:ImpossibleTravel(5551km) | R07:NewDeviceDetected(Desktop) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=SGD) | R11:AmountSpike(7xAvg),1,0,0,0,0,1,1,1,1,0,1,0,0,0
Pooja Iyer,ICICI,debit,INR,Delhi,Delhi,iPad,49800,69720,1,2,4980,0,962,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(49800) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Anjali Desai,Kotak,debit,INR,Patna,Patna,Web,25940,36316,1,2,2594,0,877,0,0,0,1,0,1,electronics,NEFT,CLEAN,6.5,HIGH,1,R02:OddHours(hour=3) | R10:NewReceiverHighAmount(25940) | R11:AmountSpike(10xAvg),0,1,0,0,0,0,0,0,0,1,1,0,0,0
Arjun Verma,Kotak,debit,INR,Nagpur,Mumbai,Windows Phone,567.43,19005.72,0,2,1329,21,519,0,0,0,1,0,0,electronics,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreya Bose,IndusInd,debit,INR,Delhi,Delhi,Web,11632,209547,11,22,3000.0,0,256,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(11txns/hr) | R07:NewDeviceDetected(Web) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R13:HighDailyVolume(22txns),0,0,0,1,0,0,1,1,0,0,0,0,1,0
Vikram Rao,IDBI,debit,INR,Bhubaneswar,Kolkata,Android,2729.64,37109.56,0,5,4844,44,1848,0,0,0,1,0,0,education,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,IDBI,debit,INR,Nagpur,Indore,iPhone,3481.86,23721.44,1,3,4130,20,1672,0,0,0,1,0,0,food,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,RBL Bank,debit,INR,Indore,Bhopal,Web,720.47,13770.88,2,2,1584,3,2288,0,0,0,1,0,0,education,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,SBI,debit,INR,Delhi,Delhi,Smart TV,93000.0,97650.0,1,3,6200.0,0,260,0,0,0,1,0,1,electronics,UPI,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=93000) | R02:OddHours(hour=4) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(93000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(93000),1,1,1,0,0,0,0,0,0,1,1,0,0,1
Pooja Iyer,ICICI,debit,INR,Bangalore,Indore,MacBook,927.7,22573.8,1,2,1373,5,1935,0,0,0,1,0,0,education,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,IDFC First,debit,INR,Bhopal,Delhi,Desktop,22144,86418,5,27,4000.0,852,408,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:SuspiciousLocationJump(852km) | R07:NewDeviceDetected(Desktop) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R11:AmountSpike(6xAvg) | R13:HighDailyVolume(27txns),0,0,0,1,0,1,1,1,0,0,1,0,1,0
Pooja Iyer,Union Bank,debit,INR,Kolkata,Delhi,iPhone,925.21,45576.84,2,1,3059,13,1840,0,0,0,1,0,0,utilities,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,IndusInd,debit,INR,Chennai,Indore,Web,2144.77,48295.08,0,4,4178,141,1164,1,0,0,1,0,0,food,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,RBL Bank,debit,INR,Surat,Indore,Desktop,3594.57,57947.28,2,0,2824,35,755,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,SBI,debit,INR,Kochi,Chandigarh,ATM,2502.55,23040.2,1,5,4779,19,780,0,0,0,1,0,0,retail,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddharth Malhotra,Union Bank,debit,INR,Surat,Bhubaneswar,iPhone,5513.09,28653.36,1,5,4844,5,860,0,0,0,1,0,0,utilities,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddharth Malhotra,Federal Bank,debit,INR,Noida,Noida,Smart TV,25355,73509,3,8,2000.0,0,23,0,0,1,0,0,1,gambling,IMPS,DATACENTER,10.0,CRITICAL,1,R05:GamblingMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(25355) | R11:AmountSpike(13xAvg) | R12:NewAccountLargeTransfer(age=23days),0,0,0,0,1,0,0,1,0,1,1,1,0,0
Manish Tiwari,ICICI,debit,INR,Indore,Lucknow,Smart TV,5603.36,68073.44,0,3,5968,10,1208,1,0,0,1,0,0,entertainment,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,Federal Bank,debit,INR,Kolkata,Delhi,iPhone,24391,116864,5,22,4000.0,726,376,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:SuspiciousLocationJump(726km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R11:AmountSpike(6xAvg) | R13:HighDailyVolume(22txns),0,0,0,1,0,1,1,1,0,0,1,0,1,0
Sneha Pillai,Yes Bank,debit,INR,Pune,Mumbai,iPhone,8237.13,37343.52,1,3,7475,38,1013,0,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karan Joshi,Yes Bank,debit,INR,Lucknow,Delhi,Android,9155.77,75622.08,1,4,7888,9,1728,0,0,0,1,0,0,travel,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,IDBI,debit,INR,Gurgaon,Bhubaneswar,iPhone,2096.12,47183.48,1,2,1863,47,488,0,0,0,1,0,0,travel,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,Canara Bank,debit,INR,Surat,Pune,ATM,3043.35,38556.4,2,2,4213,15,914,0,0,0,1,0,0,electronics,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhishek Nair,RBL Bank,debit,INR,Chandigarh,Noida,iPad,6378.95,37687.8,1,3,6615,12,1083,0,0,0,1,0,0,insurance,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ananya Mishra,IDBI,debit,INR,Bhubaneswar,Hyderabad,Smart TV,2367.17,9559.68,1,4,1939,34,2002,0,0,0,1,0,0,retail,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,IDBI,debit,INR,Chennai,Gurgaon,MacBook,6957.4,72397.6,2,5,6067,13,1665,0,0,0,1,0,0,electronics,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,Axis,debit,INR,Kolkata,Bangalore,Linux Desktop,1692.64,45879.56,2,2,2087,17,1893,0,0,0,1,0,0,electronics,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,HDFC,debit,INR,Bhubaneswar,Noida,iPad,1989.24,31958.96,0,2,4241,0,1265,0,0,0,1,0,0,education,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divya Menon,Axis,debit,INR,Patna,Indore,Desktop,4508.2,50520.8,1,2,5212,0,1774,0,0,0,1,0,0,healthcare,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikhil Bansal,SBI,debit,INR,Jaipur,Hyderabad,Smart TV,8419.76,51127.04,0,4,6611,34,2016,0,0,0,1,0,0,food,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,ICICI,debit,INR,Pune,Bhopal,Desktop,652.03,36001.12,0,3,1053,43,731,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,IDBI,debit,INR,Bhubaneswar,Chandigarh,iPad,3452.05,51480.2,2,1,4204,46,1106,0,0,0,1,0,0,entertainment,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,IndusInd,debit,INR,Mumbai,Gurgaon,iPhone,2789.93,18873.72,0,0,3242,29,2077,0,0,0,1,0,0,retail,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,HDFC,debit,INR,Patna,Kolkata,Web,3321.28,52070.12,2,4,2733,32,1457,0,0,0,1,0,0,healthcare,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreya Bose,Federal Bank,debit,INR,Noida,Noida,Windows Phone,21607,102005,3,8,2000.0,0,19,0,0,1,0,0,1,crypto,IMPS,DATACENTER,10.0,CRITICAL,1,R05:CryptoMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(21607) | R11:AmountSpike(11xAvg) | R12:NewAccountLargeTransfer(age=19days),0,0,0,0,1,0,0,1,0,1,1,1,0,0
Shreya Bose,HDFC,debit,INR,Indore,Ahmedabad,Desktop,3677.36,37205.44,2,5,5322,42,973,0,0,0,1,0,0,food,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikhil Bansal,Bank of Baroda,debit,INR,Jaipur,Chennai,Desktop,1405.01,13849.04,0,3,2695,48,1272,1,0,0,1,0,0,travel,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,IndusInd,debit,INR,Bangalore,Bangalore,Web,6806,223674,10,28,3000.0,0,186,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(10txns/hr) | R07:NewDeviceDetected(Web) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R13:HighDailyVolume(28txns),0,0,0,1,0,0,1,1,0,0,0,0,1,0
Siddharth Malhotra,Canara Bank,debit,INR,Surat,Kochi,MacBook,6416.83,40457.32,1,4,5883,37,2225,0,0,0,1,0,0,education,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,Yes Bank,debit,INR,Ahmedabad,Chennai,Android,6137.31,55698.24,0,1,6180,18,1985,0,0,0,1,0,0,insurance,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,RBL Bank,debit,INR,Chennai,Mumbai,iPhone,1712.95,20696.8,0,4,4544,12,863,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneha Pillai,Yes Bank,debit,INR,Patna,Hyderabad,Smart TV,3018.95,41710.8,2,3,7650,40,2310,1,0,0,1,0,0,healthcare,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,Bank of Baroda,debit,INR,Chennai,Gurgaon,MacBook,1573.09,6561.36,0,1,1525,22,1473,0,0,0,1,0,0,education,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,RBL Bank,debit,INR,Patna,Hyderabad,ATM,1596.8,33169.2,2,0,2597,0,1750,0,0,0,1,0,0,retail,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,Yes Bank,debit,INR,Gurgaon,Kochi,iPhone,3152.13,16084.52,0,4,4060,44,1907,0,0,0,1,0,0,insurance,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
